School Code,School Name,Physical Address,Physical City,Physical State,Physical Zipcode,Phone,Lowest Grade,Highest Grade,School Type,District Code,District Name,District Size,District Setting
9248,WASHINGTON ELEMENTARY SCHOOL,606 NORTH 9TH STREET,CANON CITY,CO,81212,7192766090,1/2 Day Kindergarten,5th Grade,Elementary  ,1140,CANON CITY RE-1,"1,201 - 6,000",Outlying City
3002,FLORENCE HIGH SCHOOL,2006 STATE HIGHWAY 67,FLORENCE,CO,81226,7197846414,9th Grade,12th Grade,High,1150,FREMONT RE-2,"1,201 - 6,000",Outlying Town
3224,FREMONT ELEMENTARY SCHOOL,500 WEST 5TH STREET,FLORENCE,CO,81226,7197846303,1/2 Day Kindergarten,5th Grade,Elementary  ,1150,FREMONT RE-2,"1,201 - 6,000",Outlying Town
3226,FREMONT MIDDLE SCHOOL,215 NORTH MAPLE,FLORENCE,CO,81226,7197844856,6th Grade,8th Grade,Middle ,1150,FREMONT RE-2,"1,201 - 6,000",Outlying Town
6858,PENROSE ELEMENTARY SCHOOL,100 ILLINOIS,PENROSE,CO,81240,7193726777,1/2 Day Kindergarten,5th Grade,Elementary  ,1150,FREMONT RE-2,"1,201 - 6,000",Outlying Town
3220,COTOPAXI ELEMENTARY SCHOOL,345 COUNTY ROAD 12,COTOPAXI,CO,81223,7199424131,Infant,5th Grade,Elementary  ,1160,COTOPAXI RE-3,301 - 600,Rural
3228,COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,345 COUNTY ROAD 12,COTOPAXI,CO,81223,7199424131,6th Grade,12th Grade,High,1160,COTOPAXI RE-3,301 - 600,Rural
0429,CARBONDALE COMMUNITY CHARTER SCHOOL,1505 SATANK ROAD,CARBONDALE,CO,81623,9709639647,1/2 Day Kindergarten,8th Grade,Elementary  ,1180,ROARING FORK RE-1,"1,201 - 6,000",Outlying City
0560,BASALT ELEMENTARY SCHOOL,151 EAST COTTONWOOD DRIVE,BASALT,CO,81621,9703845800,Preschool,4th Grade,Elementary  ,1180,ROARING FORK RE-1,"1,201 - 6,000",Outlying City
0561,BASALT MIDDLE SCHOOL,51 SCHOOL STREET,BASALT,CO,81621,9703845900,5th Grade,8th Grade,Middle ,1180,ROARING FORK RE-1,"1,201 - 6,000",Outlying City
0570,BASALT HIGH SCHOOL,600 SOUTHSIDE DRIVE,BASALT,CO,81621,9703845959,9th Grade,12th Grade,High,1180,ROARING FORK RE-1,"1,201 - 6,000",Outlying City
1006,BRIDGES,455 SOUTH 3RD STREET,CARBONDALE,CO,81623,9703845995,9th Grade,12th Grade,High,1180,ROARING FORK RE-1,"1,201 - 6,000",Outlying City
1296,CARBONDALE MIDDLE SCHOOL,180 SNOWMASS DRIVE,CARBONDALE,CO,81623,9703845700,5th Grade,8th Grade,Middle ,1180,ROARING FORK RE-1,"1,201 - 6,000",Outlying City
2063,CRYSTAL RIVER ELEMENTARY SCHOOL,160 SNOWMASS DRIVE,CARBONDALE,CO,81623,9703845620,Preschool,4th Grade,Elementary  ,1180,ROARING FORK RE-1,"1,201 - 6,000",Outlying City
3460,GLENWOOD SPRINGS ELEMENTARY SCHOOL,915 SCHOOL STREET,GLENWOOD SPRINGS,CO,81602,9703845450,Preschool,5th Grade,Elementary  ,1180,ROARING FORK RE-1,"1,201 - 6,000",Outlying City
3464,GLENWOOD SPRINGS MIDDLE SCHOOL,120 SOCCERFIELD ROAD,GLENWOOD SPRINGS,CO,81601,9703845500,6th Grade,8th Grade,Middle ,1180,ROARING FORK RE-1,"1,201 - 6,000",Outlying City
3468,GLENWOOD SPRINGS HIGH SCHOOL,1521 GRAND AVENUE,GLENWOOD SPRINGS,CO,81601,9703845555,9th Grade,12th Grade,High,1180,ROARING FORK RE-1,"1,201 - 6,000",Outlying City
7422,ROARING FORK HIGH SCHOOL,2270 HIGHWAY 133,CARBONDALE,CO,81623,9703845757,9th Grade,12th Grade,High,1180,ROARING FORK RE-1,"1,201 - 6,000",Outlying City
8038,SOPRIS ELEMENTARY SCHOOL,1150 MOUNT SOPRIS DRIVE,GLENWOOD SPRINGS,CO,81602,9703845400,Preschool,5th Grade,Elementary  ,1180,ROARING FORK RE-1,"1,201 - 6,000",Outlying City
0065,COAL RIDGE HIGH SCHOOL,35947 HIGHWAY 6,NEW CASTLE,CO,81647,9706256700,9th Grade,12th Grade,High,1195,GARFIELD RE-2,"1,201 - 6,000",Outlying Town
2573,ELK CREEK ELEMENTARY,804 WEST MAIN STREET,NEW CASTLE,CO,81647,9706656900,Preschool,4th Grade,Elementary  ,1195,GARFIELD RE-2,"1,201 - 6,000",Outlying Town
3281,GRAHAM MESA ELEMENTARY SCHOOL,1575 FARMSTEAD PARKWAY,RIFLE,CO,81650,9706657500,Preschool,4th Grade,Elementary  ,1195,GARFIELD RE-2,"1,201 - 6,000",Outlying Town
3967,HIGHLAND ELEMENTARY SCHOOL,1500 EAST 7TH STREET,RIFLE,CO,81650,9706656800,Preschool,4th Grade,Elementary  ,1195,GARFIELD RE-2,"1,201 - 6,000",Outlying Town
4510,KATHRYN SENOR ELEMENTARY SCHOOL,101 ALDER AVENUE,NEW CASTLE,CO,81647,9706657700,Preschool,4th Grade,Elementary  ,1195,GARFIELD RE-2,"1,201 - 6,000",Outlying Town
7356,RIFLE MIDDLE SCHOOL,753 RAILROAD,RIFLE,CO,81650,9706657900,5th Grade,8th Grade,Middle ,1195,GARFIELD RE-2,"1,201 - 6,000",Outlying Town
7360,RIFLE HIGH SCHOOL,1350 PREFONTAINE AVE,RIFLE,CO,81650,9706657725,9th Grade,12th Grade,High,1195,GARFIELD RE-2,"1,201 - 6,000",Outlying Town
7388,RIVERSIDE SCHOOL,215 ALDER AVENUE,NEW CASTLE,CO,81647,9706657800,5th Grade,8th Grade,Middle ,1195,GARFIELD RE-2,"1,201 - 6,000",Outlying Town
7890,CACTUS VALLEY ELEMENTARY SCHOOL,222 GRAND AVENUE,SILT,CO,81652,9706657850,Preschool,4th Grade,Elementary  ,1195,GARFIELD RE-2,"1,201 - 6,000",Outlying Town
9231,WAMSLEY ELEMENTARY SCHOOL,225 EAST 30TH STREET,RIFLE,CO,81650,9706657950,Preschool,4th Grade,Elementary  ,1195,GARFIELD RE-2,"1,201 - 6,000",Outlying Town
3578,BEA UNDERWOOD ELEMENTARY SCHOOL,0741 TAMARISK TRAIL,PARACHUTE,CO,81635,9702855703,2nd Grade,5th Grade,Elementary  ,1220,GARFIELD 16,601 - 1.200,Rural
3585,GRAND VALLEY CENTER FOR FAMILY LEARNING,100 EAST SECOND STREET,PARACHUTE,CO,81635,9702855702,Preschool,1st Grade,Elementary  ,1220,GARFIELD 16,601 - 1.200,Rural
3586,GRAND VALLEY HIGH SCHOOL,800 CARDINAL WAY,PARACHUTE,CO,81635,9702855705,9th Grade,12th Grade,High,1220,GARFIELD 16,601 - 1.200,Rural
8274,GRAND VALLEY MIDDLE SCHOOL,0364 SIPRELLE DRIVE,PARACHUTE,CO,81635,9702855707,6th Grade,8th Grade,Middle ,1220,GARFIELD 16,601 - 1.200,Rural
1632,GILPIN COUNTY ELEMENTARY SCHOOL,10595 HIGHWAY 119,BLACK HAWK,CO,80403,3035823444,Preschool,5th Grade,Elementary  ,1330,GILPIN COUNTY RE-1,301 - 600,Rural
1634,GILPIN COUNTY UNDIVIDED HIGH SCHOOL,10595 HIGHWAY 119,BLACK HAWK,CO,80403,3035823444,6th Grade,12th Grade,High,1330,GILPIN COUNTY RE-1,301 - 600,Rural
9416,WEST GRAND ELEMENTARY SCHOOL,715 KINSEY AVENUE,KREMMLING,CO,80459,9707243656,1/2 Day Kindergarten,5th Grade,Elementary  ,1340,WEST GRAND 1-JT,301 - 600,Outlying Town
9420,WEST GRAND HIGH SCHOOL,208 12TH STREET,KREMMLING,CO,80459,9707243425,9th Grade,12th Grade,High,1340,WEST GRAND 1-JT,301 - 600,Outlying Town
9422,WEST GRAND MIDDLE SCHOOL,715 KINSEY AVENUE,KREMMLING,CO,80459,9707243489,6th Grade,8th Grade,Middle ,1340,WEST GRAND 1-JT,301 - 600,Outlying Town
2376,EAST GRAND MIDDLE SCHOOL,251 WEST DIAMOND,GRANBY,CO,80446,9708873382,6th Grade,8th Grade,Middle ,1350,EAST GRAND 2,601 - 1.200,Outlying Town
3182,FRASER VALLEY ELEMENTARY SCHOOL,125 EASTOM,FRASER,CO,80442,9707268033,Preschool,5th Grade,Elementary  ,1350,EAST GRAND 2,601 - 1.200,Outlying Town
3556,GRANBY ELEMENTARY SCHOOL,202 WEST TOPAZ,GRANBY,CO,80446,9708873312,Preschool,5th Grade,Elementary  ,1350,EAST GRAND 2,601 - 1.200,Outlying Town
4277,INDIAN PEAKS CHARTER SCHOOL,197 W. DIAMOND,GRANBY,CO,80446,9708873805,1/2 Day Kindergarten,8th Grade,Elementary  ,1350,EAST GRAND 2,601 - 1.200,Outlying Town
5864,MIDDLE PARK HIGH SCHOOL,765 NORTH 2ND STREET,GRANBY,CO,80446,9708872104,9th Grade,12th Grade,High,1350,EAST GRAND 2,601 - 1.200,Outlying Town
1447,CRESTED BUTTE ELEMENTARY SCHOOL,818 RED LADY AVE,CRESTED BUTTE,CO,81224,9706417720,1/2 Day Kindergarten,5th Grade,Elementary  ,1360,GUNNISON WATERSHED RE1J,"1,201 - 6,000",Outlying Town
2006,CRESTED BUTTE SECONDARY SCHOOL,818 RED LADY AVENUE,CRESTED BUTTE,CO,81224,9706417720,6th Grade,12th Grade,High,1360,GUNNISON WATERSHED RE1J,"1,201 - 6,000",Outlying Town
3690,GUNNISON ELEMENTARY SCHOOL,1099 NORTH 11TH,GUNNISON,CO,81230,9706417710,Preschool,5th Grade,Elementary  ,1360,GUNNISON WATERSHED RE1J,"1,201 - 6,000",Outlying Town
3694,GUNNISON HIGH SCHOOL,800 WEST OHIO,GUNNISON,CO,81230,9706417700,9th Grade,12th Grade,High,1360,GUNNISON WATERSHED RE1J,"1,201 - 6,000",Outlying Town
3697,GUNNISON MIDDLE SCHOOL,1099 NORTH 11TH,GUNNISON,CO,81230,9706417710,6th Grade,8th Grade,Middle ,1360,GUNNISON WATERSHED RE1J,"1,201 - 6,000",Outlying Town
3702,LAKE PRESCHOOL,800 NORTH BOULEVARD,GUNNISON,CO,81230,9706411758,Preschool,Preschool,Elementary  ,1360,GUNNISON WATERSHED RE1J,"1,201 - 6,000",Outlying Town
5577,MARBLE CHARTER SCHOOL,412 WEST MAIN STREET,MARBLE,CO,81623,9709639550,1/2 Day Kindergarten,10th Grade,High,1360,GUNNISON WATERSHED RE1J,"1,201 - 6,000",Outlying Town
4899,LAKE CITY COMMUNITY SCHOOL,614 NORTH SILVER STREET,LAKE CITY,CO,81235,9709442314,Preschool,12th Grade,High,1380,HINSDALE COUNTY RE 1,300 or less,Rural
0063,PEAKVIEW SCHOOL,375 WEST PINE STREET,WALSENBURG,CO,81089,7197382190,Preschool,8th Grade,Elementary  ,1390,HUERFANO RE-1,601 - 1.200,Outlying Town
3306,GARDNER ELEMENTARY SCHOOL,25421 HIGHWAY 69,GARDNER,CO,81040,7197462446,Preschool,8th Grade,Elementary  ,1390,HUERFANO RE-1,601 - 1.200,Outlying Town
9212,JOHN MALL HIGH SCHOOL,355 WEST PINE STREET,WALSENBURG,CO,81089,7197381610,9th Grade,12th Grade,High,1390,HUERFANO RE-1,601 - 1.200,Outlying Town
4860,LA VETA ELEMENTARY SCHOOL,126 EAST GARLAND,LA VETA,CO,81055,7197423621,Preschool,5th Grade,Elementary  ,1400,LA VETA RE-2,300 or less,Rural
4864,LA VETA JUNIOR-SENIOR HIGH SCHOOL,126 EAST GARLAND,LA VETA,CO,81055,7197423662,6th Grade,12th Grade,High,1400,LA VETA RE-2,300 or less,Rural
6358,NORTH PARK SCHOOL,910 4TH STREET,WALDEN,CO,80480,9707233300,Preschool,12th Grade,High,1410,NORTH PARK R-1 ,301 - 600,Rural
0030,ADAMS ELEMENTARY SCHOOL,6450 WEST 95TH PLACE,WESTMINSTER,CO,80021,3039829790,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
0033,MC LAIN HIGH SCHOOL,13600 WEST 2ND PLACE,LAKEWOOD,CO,80228,3039827460,7th Grade,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
0034,MC LAIN COMMUNITY HIGH SCHOOL,13600 WEST 2ND PLACE,LAKEWOOD,CO,80228,3039827462,8th Grade,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
0108,ALAMEDA INTERNATIONAL HIGH SCHOOL,1255 SOUTH WADSWORTH BLVD,LAKEWOOD,CO,80232,3039828160,9th Grade,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
0109,ARVADA K-8,5751 BALSAM STREET,ARVADA,CO,80002,3039821240,1/2 Day Kindergarten,8th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
0148,ALLENDALE ELEMENTARY SCHOOL,5900 OAK STREET,ARVADA,CO,80004,3039821165,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
0370,ARVADA HIGH SCHOOL,7951 WEST 65TH AVENUE,ARVADA,CO,80004,3039820162,9th Grade,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
0378,ARVADA WEST HIGH SCHOOL,11595 ALLENDALE DRIVE,ARVADA,CO,80004,3039821303,9th Grade,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
0660,BEAR CREEK K-8 SCHOOL,9601 WEST DARTMOUTH PLACE,LAKEWOOD,CO,80227,3039828714,1/2 Day Kindergarten,8th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
0664,BEAR CREEK HIGH SCHOOL,9800 WEST DARTMOUTH PLACE,LAKEWOOD,CO,80227,3039828855,9th Grade,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
0694,BELL MIDDLE SCHOOL,1001 ULYSSES STREET,GOLDEN,CO,80401,3039824280,6th Grade,8th Grade,Middle ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
0724,BELMAR ELEMENTARY SCHOOL,885 SOUTH GARRISON STREET,LAKEWOOD,CO,80226,3039828220,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
0776,BERGEN MEADOW PRIMARY SCHOOL,1892 BERGEN PARKWAY,EVERGREEN,CO,80439,3039824890,Preschool,2nd Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
0779,BERGEN VALLEY INTERMEDIATE SCHOOL,1422 SUGARBUSH DRIVE,EVERGREEN,CO,80439,3039824964,3rd Grade,5th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
0950,BRADFORD PRIMARY SCHOOL,1 WHITE OAK DRIVE,LITTLETON,CO,80127,3039823480,1/2 Day Kindergarten,3rd Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
0951,BLUE HERON ELEMENTARY SCHOOL,5987 WEST DORADO DRIVE,LITTLETON,CO,80123,3039822770,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
0952,BRADFORD INTERMEDIATE SCHOOL,2 WOODRUFF,LITTLETON,CO,80127,3039824882,4th Grade,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
0965,BRADY EXPLORATION SCHOOL,5220 W. OHIO AVENUE,LAKEWOOD,CO,80226,3039826722,9th Grade,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
1238,CAMPBELL ELEMENTARY SCHOOL,6500 OAK STREET,ARVADA,CO,80004,3039821440,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
1318,CARMODY MIDDLE SCHOOL,2050 S KIPLING STREET,LAKEWOOD,CO,80227,3039828930,7th Grade,8th Grade,Middle ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
1451,ADDENBROOKE CLASSICAL ACADEMY,480 SOUTH KIPLING,LAKEWOOD,CO,80215,3039865791,1/2 Day Kindergarten,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
1522,CHATFIELD HIGH SCHOOL,7227 SOUTH SIMMS STREET,LITTLETON,CO,80127,3039823670,9th Grade,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
1730,COAL CREEK CANYON K-8 ELEMENTARY SCHOOL,11719 RANCH ELSIE ROAD,GOLDEN,CO,80403,3039823409,1/2 Day Kindergarten,8th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
1790,COLOROW ELEMENTARY SCHOOL,6317 SOUTH ESTES STREET,LITTLETON,CO,80123,3039825480,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
1861,COLUMBINE HILLS ELEMENTARY SCHOOL,6005 WEST CANYON AVENUE,LITTLETON,CO,80128,3039825540,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
1864,COLUMBINE HIGH SCHOOL,6201 SOUTH PIERCE STREET,LITTLETON,CO,80123,3039824400,9th Grade,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
1869,COMPASS MONTESSORI - WHEAT RIDGE CHARTER SCHOOL,10399 WEST 44TH AVENUE,WHEAT RIDGE,CO,80033,3034208288,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
1876,CORONADO ELEMENTARY SCHOOL,7922 SOUTH CARR,LITTLETON,CO,80128,3039823737,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
1880,COMPASS MONTESSORI - GOLDEN CHARTER SCHOOL,4441 SALVIA STREET,GOLDEN,CO,80403,3032711977,Preschool,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
1886,CONIFER SENIOR HIGH SCHOOL,10441 COUNTY HIGHWAY 73,CONIFER,CO,80433,3039825255,9th Grade,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
1976,CREIGHTON MIDDLE SCHOOL,75 INDEPENDENCE STREET,LAKEWOOD,CO,80226,3039826282,7th Grade,8th Grade,Middle ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2093,DAKOTA RIDGE SENIOR HIGH SCHOOL,13399 WEST COAL MINE AVENUE,LITTLETON,CO,80127,3039821970,9th Grade,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2120,D'EVELYN JUNIOR/SENIOR HIGH SCHOOL,10359 W NASSAU AVENUE,DENVER,CO,80235,3039822600,7th Grade,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2130,DEER CREEK MIDDLE SCHOOL,9201 WEST COLUMBINE DRIVE,LITTLETON,CO,80123,3039823820,6th Grade,8th Grade,Middle ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2194,DEVINNY ELEMENTARY SCHOOL,1725 SOUTH WRIGHT STREET,LAKEWOOD,CO,80228,3039829200,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2288,DRAKE JUNIOR HIGH SCHOOL,12550 WEST 52ND AVENUE,ARVADA,CO,80002,3039821510,7th Grade,8th Grade,Middle ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2300,DUNSTAN MIDDLE SCHOOL,1855 SOUTH WRIGHT STREET,LAKEWOOD,CO,80228,3039829270,7th Grade,8th Grade,Middle ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2322,DUTCH CREEK ELEMENTARY SCHOOL,7304 WEST ROXBURY PLACE,LITTLETON,CO,80128,3039824565,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2496,EDGEWATER ELEMENTARY SCHOOL,5570 WEST 24TH AVENUE,EDGEWATER,CO,80214,3039826050,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2550,EIBER ELEMENTARY SCHOOL,1385 INDEPENDENCE STREET,LAKEWOOD,CO,80215,3039826406,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2616,ELK CREEK ELEMENTARY SCHOOL,13304 SOUTH U S HIGHWAY 285,PINE,CO,80470,3039822900,1/2 Day Kindergarten,5th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2799,EXCEL ACADEMY CHARTER SCHOOL,11500 W. 84TH AVE,ARVADA,CO,80005,3034672295,1/2 Day Kindergarten,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2820,EVERITT MIDDLE SCHOOL,3900 KIPLING STREET,WHEAT RIDGE,CO,80033,3039821580,7th Grade,8th Grade,Middle ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2832,EVERGREEN MIDDLE SCHOOL,2059 HIWAN DRIVE,EVERGREEN,CO,80439,3039825020,6th Grade,8th Grade,Middle ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2836,EVERGREEN HIGH SCHOOL,29300 BUFFALO ROAD,EVERGREEN,CO,80439,3039825140,9th Grade,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2866,FAIRMOUNT ELEMENTARY SCHOOL,15975 WEST 50TH AVENUE,GOLDEN,CO,80403,3039825422,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2946,FITZMORRIS ELEMENTARY SCHOOL,6250 INDEPENDENCE STREET,ARVADA,CO,80004,3039821640,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
2963,FALCON BLUFFS MIDDLE SCHOOL,8449 SOUTH GARRISON STREET,LITTLETON,CO,80128,3039829900,6th Grade,8th Grade,Middle ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3025,FOOTHILLS ELEMENTARY SCHOOL,13165 WEST OHIO AVENUE,LAKEWOOD,CO,80228,3039829324,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3088,FOSTER ELEMENTARY SCHOOL,5300 SAULSBURY COURT,ARVADA,CO,80002,3039821680,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3099,FAMILY LITERACY PRESCHOOL,5280 WEST OHIO AVE,LAKEWOOD,CO,80232,3039828790,Preschool,Preschool,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3201,FREE HORIZON MONTESSORI CHARTER SCHOOL,581 CONFERENCE PLACE,GOLDEN,CO,80401,3032319801,Preschool,8th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3216,FREMONT ELEMENTARY SCHOOL,6420 URBAN,ARVADA,CO,80004,3039821699,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3250,NORMA ANDERSON PRESCHOOL,10801 WEST 44TH AVENUE,WHEAT RIDGE,CO,80033,3039821740,Preschool,Preschool,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3450,GLENNON HEIGHTS ELEMENTARY SCHOOL,11025 WEST GLENNON DRIVE,LAKEWOOD,CO,80226,3039828240,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3502,GOLDEN HIGH SCHOOL,701  24TH STREET,GOLDEN,CO,80401,3039824200,9th Grade,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3536,GOVERNOR'S RANCH ELEMENTARY SCHOOL,5354 SOUTH FIELD STREET,LITTLETON,CO,80123,3039824625,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3622,GREEN GABLES ELEMENTARY SCHOOL,8701 WEST WOODARD DRIVE,LAKEWOOD,CO,80227,3039828314,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3624,GREEN MOUNTAIN ELEMENTARY SCHOOL,12250 WEST KENTUCKY DRIVE,LAKEWOOD,CO,80228,3039829380,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3628,GREEN MOUNTAIN HIGH SCHOOL,13175 W GREEN MOUNTAIN DRIVE,LAKEWOOD,CO,80228,3039829500,9th Grade,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
3726,HACKBERRY HILL ELEMENTARY SCHOOL,7300 WEST 76TH AVENUE,ARVADA,CO,80003,3039820260,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
4190,HUTCHINSON ELEMENTARY SCHOOL,12900 WEST UTAH AVENUE,LAKEWOOD,CO,80228,3039829561,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
4402,JEFFERSON ACADEMY CHARTER SCHOOL,9955 YARROW STREET,BROOMFIELD,CO,80021,3034381011,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
4404,JEFFERSON CHARTER ACADEMY JUNIOR HIGH SCHOOL,11251 REED WAY,BROOMFIELD,CO,80020,7208871992,1/2 Day Kindergarten,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
4408,JEFFCO'S 21ST CENTURY VIRTUAL ACADEMY,1829 DENVER WEST DRIVE BLDG #27,GOLDEN,CO,80401,3039826770,7th Grade,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
4410,JEFFERSON CHARTER ACADEMY SENIOR HIGH SCHOOL,11251 REED WAY,BROOMFIELD,CO,80020,7208871992,9th Grade,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
4411,JEFFCO'S 21ST CENTURY VIRTUAL ACADEMY K-6,1829 DENVER WEST DRIVE,GOLDEN,CO,80401,3039826770,1/2 Day Kindergarten,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
4422,JEFFERSON HIGH SCHOOL,2305 PIERCE STREET,EDGEWATER,CO,80214,3039826056,9th Grade,12th Grade,High,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
4478,SHERIDAN GREEN ELEMENTARY SCHOOL,10951 NORTH HARLAN STREET,WESTMINSTER,CO,80020,3039823182,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
4548,KEN CARYL MIDDLE SCHOOL,6509 WEST KEN CARYL AVENUE,LITTLETON,CO,80123,3039824710,7th Grade,8th Grade,Middle ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
4549,KENDALLVUE ELEMENTARY SCHOOL,13658 WEST MARLOWE AVENUE,MORRISON,CO,80465,3039827990,Preschool,6th Grade,Elementary  ,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
