School Code,School Name,Address,City,State,Zipcode,Phone,District Code,District Name,,County,Grades
P549,GJ LEADERSHIP ACADEMY         ,3170 D 1/2 ROAD               ,GRAND JUNCTION      ,CO,81504 ,9705235249,2000,MESA COUNTY VALLEY  51        ,39,MESA            ,PK-04 
P344,GRAND VALLEY CHRISTIAN HIGH   ,PO BOX 2313                   ,GRAND JUNCTION      ,CO,81502 ,9702414126,2000,MESA COUNTY VALLEY  51        ,39,MESA            ,08-12 
P217,GRAND VALLEY MENNONITE SCHOOL ,1345 14 ROAD                  ,LOMA                ,CO,81524 ,9708584249,2000,MESA COUNTY VALLEY  51        ,39,MESA            ,1 -10 
P915,HOLY FAMILY CATHOLIC SCHOOL   ,786 26 1/2 ROAD               ,GRAND JUNCTION      ,CO,81506 ,9702426168,2000,MESA COUNTY VALLEY  51        ,39,MESA            ,PK-08 
P805,LANDMARK BAPTIST SCHOOL       ,1600 UTE AVE                  ,GRAND JUNCTION      ,CO,81501 ,9702437617,2000,MESA COUNTY VALLEY  51        ,39,MESA            , K-12 
P475,LIBERTY CHRISTIAN ACADEMY     ,448 SOUTH CAMP ROAD           ,GRAND JUNCTION      ,CO,81507 ,9702435275,2000,MESA COUNTY VALLEY  51        ,39,MESA            , K-12 
P924,LIFE ACADEMY                  ,636 29 ROAD                   ,GRAND JUNCTION      ,CO,81504 ,9702429431,2000,MESA COUNTY VALLEY  51        ,39,MESA            ,PK-12 
P927,LUTHERAN SCHOOL OF MESSIAH    ,840 NORTH 11TH STREET         ,GRAND JUNCTION      ,CO,81501 ,9702452838,2000,MESA COUNTY VALLEY  51        ,39,MESA            ,PK-08 
P936,PEAR PARK BAPTIST             ,3102 E ROAD                   ,GRAND JUNCTION      ,CO,81504 ,9704344113,2000,MESA COUNTY VALLEY  51        ,39,MESA            , K-12 
P759,MASLOW ACADEMY OF APPLIED LEAR,120 NORTH HILLCREST DRIVE     ,MONTROSE            ,CO,81401 ,9702496483,2180,MONTROSE COUNTY     RE-1J     ,43,MONTROSE        ,K-5   
P627,POPE JOHN PAUL ACADEMY        ,67051 SUNNY SIDE ROAD         ,MONTROSE            ,CO,81401 ,9702492996,2180,MONTROSE COUNTY     RE-1J     ,43,MONTROSE        ,K-08  
P951,SPRING CREEK SDA SCHOOL       ,14488 - 6175 ROAD             ,MONTROSE            ,CO,81403 ,9702495500,2180,MONTROSE COUNTY     RE-1J     ,43,MONTROSE        ,K -08 
P954,RIVERVIEW CHRISTIAN SCHOOL    ,19201 MCR 24                  ,BRUSH               ,CO,80723 ,9708424604,2405,FORT MORGAN         RE-3      ,44,MORGAN          ,PK- 8 
P957,TRINITY LUTHERAN SCHOOL       ,1215 WEST 7TH AVENUE          ,FORT MORGAN         ,CO,80701 ,9708674931,2405,FORT MORGAN         RE-3      ,44,MORGAN          ,PK-08 
P960,PIONEER CHRISTIAN SCHOOL      ,22535 ROAD CC.5               ,ROCKY FORD          ,CO,81067 ,7192543550,2530,ROCKY FORD          R-2       ,45,OTERO           ,K -12 
P526,FOWLER DAY CARE PRESCHOOL     ,208 MAIN/PO BOX 245           ,FOWLER              ,CO,81039 ,7192634844,2540,FOWLER              R-4J      ,45,OTERO           ,PK-PK 
P554,LIL RASCALS DAYCARE           ,208 SOUTH MAIN STREET         ,FOWLER              ,CO,81036 ,7198262011,2540,FOWLER              R-4J      ,45,OTERO           ,PK-PK 
P778,MOUNTAIN TRAILS MONTESSORI    ,416 AMY WAY                   ,RIDGWAY             ,CO,81432 ,9706264233,2590,RIDGWAY             R-2       ,46,OURAY           ,PK-3  
P116,BRISTLECONE MONTESSORI SCHOOL ,PO BOX 236                    ,ALMA                ,CO,80420 ,7198362552,2610,PARK COUNTY         RE-2      ,47,PARK            ,PK-06 
P356,DRAGON'S WAGON PRESCHOOL INC  ,PO BOX 363                    ,HOLYOKE             ,CO,80734 ,          ,2620,HOLYOKE             RE-1J     ,48,PHILLIPS        ,PK-PK 
P769,EASTSIDE CHILD CARE CENTER    ,2717 EAST 8TH STREET          ,PUEBLO              ,CO,81001 ,7195452203,2690,PUEBLO CITY         60        ,51,PUEBLO          ,PK-PK 
P823,HAPPYLAND PRESCHOOL           ,1605 SOUTH PUEBLO BLVD        ,PUEBLO              ,CO,81005 ,7195661311,2690,PUEBLO CITY         60        ,51,PUEBLO          ,PK- K 
P683,SOUTHSIDE CHILDREN'S CENTER   ,2601 SPRAGUE AVE              ,PUEBLO              ,CO,81004 ,7195642285,2690,PUEBLO CITY         60        ,51,PUEBLO          ,PK-PK 
P981,ST JOHN NEUMANN CATHOLIC SCHOO,2415 E. ORMAN AVENUE          ,PUEBLO              ,CO,81004 ,7195619419,2690,PUEBLO CITY         60        ,51,PUEBLO          ,PK-08 
P113,ST THERESE CATHOLIC SCHOOL    ,320 GOODNIGHT AVENUE          ,PUEBLO              ,CO,81004 ,7195611121,2690,PUEBLO CITY         60        ,51,PUEBLO          ,PK-11 
P761,THE MCCLELLAND SCHOOL         ,415 E ABRIENDO AVE            ,PUEBLO              ,CO,81004 ,7195435271,2690,PUEBLO CITY         60        ,51,PUEBLO          ,PK-08 
P555,SOARING EAGLES CTR FOR AUTISM ,PO BOX 7878                   ,PUEBLO WEST         ,CO,81007 ,7195478803,2700,PUEBLO COUNTY 70              ,51,PUEBLO          ,PK-12 
P449,RANGELY CHRISTIAN ACADEMY     ,1402 EAST MAIN STREET         ,RANGELY             ,CO,81648 ,9706752032,2720,RANGELY             RE-4      ,52,RIO BLANCO      ,K-08  
P440,NEW HOPE CHRISTIAN SCHOOL     ,PO BOX 5/25258 HYY 160        ,SOUTH FORK          ,CO,81154 ,7198731202,2730,DEL NORTE           C-7       ,53,RIO GRANDE      ,PK-05 
P831,ST PETER'S LUTHERAN SCHOOL    ,330 FARADAY STREET            ,MONTE VISTA         ,CO,81144 ,7198525449,2740,MONTE VISTA         C-8       ,53,RIO GRANDE      ,K -08 
P871,SARGENT EARLY LEARNING CENTER ,7072 N COUNTY ROAD 2E         ,MONTE VISTA         ,CO,81144 ,          ,2750,SARGENT             RE-33J    ,53,RIO GRANDE      ,PK-PK 
P156,EMERALD MOUNTAIN SCHOOL       ,P O BOX 770723                ,STEAMBOAT SPRINGS   ,CO,80477 ,9708798081,2770,STEAMBOAT SPRINGS   RE-2      ,54,ROUTT           ,K -08 
P430,HERITAGE CHRISTIAN SCHOOL     ,27285 BRANDON CIRCLE          ,STEAMBOAT SPRINGS   ,CO,80487 ,9708791760,2770,STEAMBOAT SPRINGS   RE-2      ,54,ROUTT           ,K -12 
P023,STEAMBOAT MOUNTAIN SCHOOL     ,42605 ROUTT COUNTY ROAD 36    ,STEAMBOAT SPRINGS   ,CO,80487 ,9708791350,2770,STEAMBOAT SPRINGS   RE-2      ,54,ROUTT           ,09-12 
P899,TELLURIDE MOUNTAIN SCHOOL     ,200 SAN MIGUEL RIVER DRIVE    ,TELLURIDE           ,CO,81435 ,9707281969,2830,TELLURIDE           R-1       ,57,SAN MIGUEL      ,PK-12 
P881,PRIME TIME EARLY LEARNING CTR ,PO BOX 340                    ,NORWOOD             ,CO,81423 ,9703270555,2840,NORWOOD             R-2J      ,57,SAN MIGUEL      ,PK-PK 
P398,JANELLES PRESCHOOL            ,415 WEST AVENUE               ,SEDGWICK            ,CO,80749 ,9704635650,2865,PLATTE VALLEY       RE-3      ,58,SEDGWICK        ,PK-PK 
P562,BRECKENRIDGE MONTESSORI SCHOOL,PO BOX 1508                   ,BRECKENRIDGE        ,CO,80424 ,9705417661,3000,SUMMIT              RE-1      ,59,SUMMIT          ,PK-PK 
P494,LITTLE RED SCHOOLHOUSE        ,600 REILING ROAD              ,BRECKENRIDGE        ,CO,80424 ,9704536871,3000,SUMMIT              RE-1      ,59,SUMMIT          ,PK-PK 
P812,SUMMIT COUNTY PRESCHOOL       ,70 WEST MAIN STREET PO BOX 631,FRISCO              ,CO,80443 ,9706685508,3000,SUMMIT              RE-1      ,59,SUMMIT          ,PK-PK 
P565,THE PEAK SCHOOL               ,PO BOX 550                    ,FRISCO              ,CO,80443 ,9703685601,3000,SUMMIT              RE-1      ,59,SUMMIT          ,06-10 
P383,TIMBERLINE LEARNING CENTER    ,PO BOX 3098                   ,BRECKENRIDGE        ,CO,80424 ,9704539656,3000,SUMMIT              RE-1      ,59,SUMMIT          ,PK-PK 
P305,COLORADO SPRINGS CHRISTIAN SCH,1003 TAMARAC PARKWAY          ,WOODLAND PARK       ,CO,80863 ,7196860706,3020,WOODLAND PARK       RE-2      ,60,TELLER          , K-08 
P674,EATON EARLY LEARNING CENTER   ,25 SOUTH COTTENWOOD AVENUE    ,EATON               ,CO,80615 ,9704549400,3085,EATON               RE-2      ,62,WELD            ,PK-PK 
P777,#1 CHILD ENRICHMENT CENTER    ,4601 WEST 9TH STREET          ,GREELEY             ,CO,80634 ,9703461101,3120,GREELEY             6         ,62,WELD            ,PK-PK 
P607,ABC CENTRAL CHILD DEVELOPMENT ,1511 12TH AVENUE              ,GREELEY             ,CO,80637 ,9703522222,3120,GREELEY             6         ,62,WELD            ,PK-PK 
P539,ABC WEST CHILD DEVELOPMENT CTR,5000 WEST 11TH STREET         ,GREELEY             ,CO,80634 ,9703522222,3120,GREELEY             6         ,62,WELD            ,PK-PK 
P050,ADVENTIST CHRISTIAN SCHOOL    ,612 23RD AVENUE               ,GREELEY             ,CO,80634 ,9703532770,3120,GREELEY             6         ,62,WELD            ,K -08 
P041,DAYSPRING CHRISTIAN ACADEMY   ,3734 WEST 20TH STREET         ,GREELEY             ,CO,80634 ,9703301151,3120,GREELEY             6         ,62,WELD            ,PK-12 
P776,EARLY CHILDHOOD UNIVERSITY    ,2651 WEST 11TH STREET         ,GREELEY             ,CO,80634 ,9708881592,3120,GREELEY             6         ,62,WELD            ,PK-PK 
P123,SHEPHERD OF THE HILLS LUTHERAN,950 43RD AVENUE               ,GREELEY             ,CO,80634 ,9703536582,3120,GREELEY             6         ,62,WELD            ,PK-PK 
P878,ST MARY'S CATHOLIC SCHOOL     ,2351 22ND AVENUE              ,GREELEY             ,CO,80631 ,9703538100,3120,GREELEY             6         ,62,WELD            ,PK-08 
P053,TRINITY LUTHERAN SCHOOL       ,3000 35TH AVENUE              ,GREELEY             ,CO,80634 ,9703302485,3120,GREELEY             6         ,62,WELD            ,PK-08 
P663,KERSEY EARLY LEARNING CENTER  ,215 2ND STREET PO BOX 566     ,KERSEY              ,CO,80644 ,9703920744,3130,PLATTE VALLEY       RE-7      ,62,WELD            ,PK-PK 
P568,HIGHLAND EARLY CHILDHOOD CTR  ,PO BOX 327 102 ALPINE AVENUE  ,AULT                ,CO,80610 ,9708341326,3145,AULT-HIGHLAND       RE-9      ,62,WELD            ,PK-PK 
